,Site Name,Upper Age (IntCal20),Lower Age (IntCal20),Stratigraphy (CARD),Context (CARD),Unit Name (Neotoma),Original Age Type,Latitude,Longitude,Citation 1,Citation 2,Citation 3,Citation 4,Citation 5,Citation 6,Citation 7,Citation 8,Citation 9,Citation 10,Citation 11,Citation 12,Citation 13,Data Source
1263,Head Smashed-In Bison Jump [DKPj-1],1403,1233,"Kill, South, Layer 9a","test X, layer 14 (Reeves, 1970); south area, layer 9a (Reeves, 1978)",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1264,Head Smashed-In Bison Jump [DKPj-1],1396,1116,Camp,"unit 49/50, levels 3+4, 28-33 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 460","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1265,Head Smashed-In Bison Jump [DKPj-1],1389,1229,Camp,"Level 3, 20-30 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Harington, 2003: 446","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,CARD
1266,Head Smashed-In Bison Jump [DKPj-1],1367,1217,Camp,"unit 41, level 5, 40-50 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 460","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1267,Head Smashed-In Bison Jump [DKPj-1],1362,1162,"Camp, feature 85-4","unit 44, feature 85-4, level 5, 40-50 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 460","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1268,Head Smashed-In Bison Jump [DKPj-1],1355,1175,Camp,"roasting pit feature 88-9, Level 5, 40-50 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1269,Head Smashed-In Bison Jump [DKPj-1],1332,1152,Camp,"unit 40, level 3, 1-1.5 m depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 460","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1270,Head Smashed-In Bison Jump [DKPj-1],1311,1131,Camp,"Layer 5, Spit 1e, 127-133 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1271,Head Smashed-In Bison Jump [DKPj-1],1304,1144,Camp,"Layer 5, Spit 1d, 218 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Harington, 2003: 446","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,CARD
1272,Head Smashed-In Bison Jump [DKPj-1],1304,1144,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1273,Head Smashed-In Bison Jump [DKPj-1],1283,1123,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1274,Head Smashed-In Bison Jump [DKPj-1],1274,1094,"Kill, South, Layer 7b","south area, layer 7b",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1275,Head Smashed-In Bison Jump [DKPj-1],1259,1099,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1276,Head Smashed-In Bison Jump [DKPj-1],1236,1076,Camp,"Level 7, 60-70 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 447","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1277,Head Smashed-In Bison Jump [DKPj-1],1226,1046,"Camp, area 12","area 12, unit 8, level 9, 40 cm below AECV-62C",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 460","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1278,Head Smashed-In Bison Jump [DKPj-1],1200,1060,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1279,Head Smashed-In Bison Jump [DKPj-1],1199,1039,Camp,"Layer 3, Spit 3, 128 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 448","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1280,Head Smashed-In Bison Jump [DKPj-1],1180,1040,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1281,Head Smashed-In Bison Jump [DKPj-1],1177,877,"Camp, feature 85-4","unit 44, feature 85-4, level 1, 0-10 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1282,Head Smashed-In Bison Jump [DKPj-1],1170,990,"Camp, feature 85-4","unit 44, feature 85-4, level 7, 60-65 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1283,Head Smashed-In Bison Jump [DKPj-1],1159,1019,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1284,Head Smashed-In Bison Jump [DKPj-1],1120,1020,"Camp, area 11","area 11, unit 7, pit feature containing bison bone, fired rock, and lithis artifacts, 30-40 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1285,Head Smashed-In Bison Jump [DKPj-1],1118,938,Camp,"Level 5, 40-50 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1286,Head Smashed-In Bison Jump [DKPj-1],1116,956,NA,NA,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1287,Head Smashed-In Bison Jump [DKPj-1],1094,814,"Kill, South, Layer 9a","test pit Y, cultural layer 5, soil horizon 15, 2.5-2.6 m depth (CMC sample form); south area, layer 9a (Reeves, 1978)",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Harington, 2003: 462","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,CARD
1288,Head Smashed-In Bison Jump [DKPj-1],1051,891,Camp,"Layer 2, 116 cm depth, bone bed",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 449","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1289,Head Smashed-In Bison Jump [DKPj-1],1027,887,"Camp, area 2","area 2, units 6 and 21, a large pit feature containing bison bone, fired rock, lithics, and stained soil",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1290,Head Smashed-In Bison Jump [DKPj-1],940,760,Camp,"unit 41, level 3, 20-30 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1291,Head Smashed-In Bison Jump [DKPj-1],901,741,"Camp, feature 85-5","feature 85-5, level 1, 0-30 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1292,Head Smashed-In Bison Jump [DKPj-1],835,495,"Kill, South, Layer 5","test pit Y, cultural layer 4, soil horizon 9, 1.15-1.30 m depth (CMC sample form); south area, layer 5 (Reeves, 1978)",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Harington, 2003: 462","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,CARD
1293,Head Smashed-In Bison Jump [DKPj-1],748,528,"Camp, area 2, feature 37-2","area 2, unit 37, feature 2, a bone-filled boiling pit from which the hide liner may have been removed after use",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1294,Head Smashed-In Bison Jump [DKPj-1],699,399,"Camp, area 12","area 12, unit 8, level 5, 40-50 cm depth, with bones of seven bison killed within the camp area, and with a Pelican Lake point, presumably redeposited",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1295,Head Smashed-In Bison Jump [DKPj-1],656,476,"Camp, area 2, feature 27-1","area 2, unit 27, feature 1, a bone-filled boiling pit, possibly using rocks heated on nearby feature 33-1 (AECV-61C)",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1296,Head Smashed-In Bison Jump [DKPj-1],615,255,Camp,"unit 41, level 1, 0-10 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,NA,NA,NA,CARD
1297,Head Smashed-In Bison Jump [DKPj-1],522,302,Camp,"hearth feature 88-1, Levels 1-2, 5-10 cm depth",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,CARD
1298,Head Smashed-In Bison Jump [DKPj-1],504,344,"Camp, area 11","area 11, unit 6, 40-50 cm depth, with little cultural material in association",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1299,Head Smashed-In Bison Jump [DKPj-1],395,235,"Camp, area 2, feature 30-1","area 2, unit 30, feature 1, a rock-filled pit, containing bison bones",NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 461","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1300,Head Smashed-In Bison Jump [DKPj-1],380,220,Kill,buffalo udder headdress,NA,Radiocarbon years BP,49.711111,-113.645833,"Harington, 2003: 457","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",Faunmap 3509,NA,NA,NA,NA,NA,NA,NA,CARD
1301,Head Smashed-In Bison Jump [DKPj-1],54,53,"Camp, area 11","area 11, unit 6, level 1, 0-10 cm depth, directly above Beta-7793, representing the last aboriginal use of the area",NA,Radiocarbon years BP,49.711111,-113.645833,"Brumley and Rushworth, 1983","Kigoshi et al., 1973","Lowdon and Blake, 1968","Lowdon et al., 1970","Beaudoin, 1988, 1991, 1987, 1998","Brink and Dawe, 1989","Brink, et al. 1985, 1986","Reeves, 1970a, 1978",NA,NA,NA,NA,NA,CARD
1302,Hedding [34WD2],750,450,NA,NA,Assemblage,Calendar years BP,36.366667,-99.25,"Baugh, S. T. 1986. Late Prehistoric bison distributions in Oklahoma. Plains Anthropologist Memoir 21:83-96.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1303,Heerwald [34CU27],5723,3189,NA,NA,Assemblage,Radiocarbon years BP,35.5,-99,"Shaeffer, J. B. 1965. Salvage archaeology in Oklahoma. Bulletin of the Oklahoma Anthropological Society 13:77-152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1304,Hell Gap [48PL305],8550,7880,F,Frederick/Lusk complex,NA,Calendar years BP,42.408333,-104.635556,"Pelton et al., 2017. Component age estimates for the Hell Gap Paleoindian site and methods for chronological modeling of stratified open sites. Quaternary Research 88.","Irwin-Willaims, C., H. Irwin, G. Agogino, and C. V. Haynes. 1973. Hell Gap: Paleoindian occupation on the High Plains. Plains Anthropologist 18(59):40-53.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1305,Hell Gap [48PL305],12800,12799,NA,Goshen complex,NA,Calendar years BP,42.408333,-104.635556,"Pelton et al., 2017. Component age estimates for the Hell Gap Paleoindian site and methods for chronological modeling of stratified open sites. Quaternary Research 88.","Irwin-Willaims, C., H. Irwin, G. Agogino, and C. V. Haynes. 1973. Hell Gap: Paleoindian occupation on the High Plains. Plains Anthropologist 18(59):40-53.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1306,Hell Gap [48PL305],11750,11749,NA,Agate Basin complex,NA,Calendar years BP,42.408333,-104.635556,"Pelton et al., 2017. Component age estimates for the Hell Gap Paleoindian site and methods for chronological modeling of stratified open sites. Quaternary Research 88.","Irwin-Willaims, C., H. Irwin, G. Agogino, and C. V. Haynes. 1973. Hell Gap: Paleoindian occupation on the High Plains. Plains Anthropologist 18(59):40-53.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1307,Henderson [LA-1549],968,510,NA,NA,Assemblage,Radiocarbon years BP,33.3,-104.666667,"Rocek, T. R., and J. D. Speth. 1986. The Henderson site burials: glimpses of late Prehistoric population in the Pecos Valley. University of Michigan, Museum of Anthropology Research Report in Archaeology, Contribution 13, Technical Report 18.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1308,Hendrickson III [32SN403],609,499,NA,NA,Assemblage,Radiocarbon years BP,46.724722,-98.564722,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1309,Henkel Ranch,12277,12197,NA,NA,NA,Radiocarbon years BP,53.462,-114.291,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1310,Henry Smith [24PH794],1288,1088,NA,NA,NA,Radiocarbon years BP,48.261632,-107.923371,"Davis, 1982"," Ruebelmann, 1988: 198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1311,Henry Smith [24PH794],1013,833,NA,NA,NA,Radiocarbon years BP,48.261632,-107.923371,"Davis, 1982"," Ruebelmann, 1988: 197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1312,Henson Cave [23MD147],712,632,NA,NA,NA,Radiocarbon years BP,36.622485,-94.353666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1313,Herdegen's Birdtail Butte [24BL1152],1967,1807,NA,NA,NA,Radiocarbon years BP,48.116667,-109.116667,"Brumley, 1990a",Faunmap 869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1314,Herdegen's Birdtail Butte [24BL1152],1660,1500,NA,NA,NA,Radiocarbon years BP,48.116667,-109.116667,"Brumley, 1990a",Faunmap 869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1315,Herdegen's Birdtail Butte [24BL1152],1259,1099,NA,NA,NA,Radiocarbon years BP,48.116667,-109.116667,"Brumley, 1990a",Faunmap 869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1316,Herdegen's Birdtail Butte [24BL1152],924,804,NA,NA,NA,Radiocarbon years BP,48.116667,-109.116667,"Brumley, 1990a",Faunmap 869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1317,Hereford Hill [33SA132],337,137,NA,"Lake Warren beach ridge, 4-6 ft depth, a site nearly destroyed with stratigraphic relationships unclear",NA,Radiocarbon years BP,41.35664,-83.145322,"Tankersley, 1986"," Crane and Griffin, 1965: 124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1318,Heron [DiLv-14],722,522,NA,"on slope, 30 cm depth",NA,Radiocarbon years BP,49.5,-99.616667,"Harington, 2003: 453","Nicholson, 1994b, 1996, p.c. 1998",Faunmap 3845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1319,Heron [DiLv-14],379,99,NA,"in bottom of swale, 30 cm depth",NA,Radiocarbon years BP,49.5,-99.616667,"Harington, 2003: 458","Nicholson, 1994b, 1996, p.c. 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1320,Heron Eden [EeOi-11],12192,11992,NA,"cultural layer, unit 100n112e, 22-30 cm depth",NA,Radiocarbon years BP,50.743611,-109.374444,"Harington, 2003: 428","Morlan, 1993","Leyden, 2004","Corbeil, 1995","Linnamae, 1990","Linnamae and Cazakoff, 1990",Faunmap 3777,NA,NA,NA,NA,NA,NA,CARD
1321,Heron Eden [EeOi-11],10588,10368,NA,"cultural layer, unit 102.5n111e, 28 cm depth",NA,Radiocarbon years BP,50.743611,-109.374444,"Harington, 2003: 428","Morlan, 1993","Leyden, 2004","Corbeil, 1995","Linnamae, 1990","Linnamae and Cazakoff, 1990",Faunmap 3777,NA,NA,NA,NA,NA,NA,CARD
1322,Heron Eden [EeOi-11],10383,10283,NA,cultural layer,NA,Radiocarbon years BP,50.743611,-109.374444,"Leyden, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1323,Heron Eden [EeOi-11],10239,9999,NA,"cultural layer, unit 100n102e, 25-30 cm depth",NA,Radiocarbon years BP,50.743611,-109.374444,"Harington, 2003: 429","Morlan, 1993","Leyden, 2004","Corbeil, 1995","Linnamae, 1990","Linnamae and Cazakoff, 1990",Faunmap 3777,NA,NA,NA,NA,NA,NA,CARD
1324,Heron Eden [EeOi-11],10221,9961,NA,"cultural layer, unit 102.5n111e, 24-27 cm depth",NA,Radiocarbon years BP,50.743611,-109.374444,"Harington, 2003: 429","Morlan, 1993","Leyden, 2004","Corbeil, 1995","Linnamae, 1990","Linnamae and Cazakoff, 1990",Faunmap 3777,NA,NA,NA,NA,NA,NA,CARD
1325,Heron Eden [EeOi-11],9379,8979,NA,"cultural layer, unit 100N110E, 27 cm depth",NA,Radiocarbon years BP,50.743611,-109.374444,"Harington, 2003: 429","Morlan, 1993","Leyden, 2004","Corbeil, 1995","Linnamae, 1990","Linnamae and Cazakoff, 1990",Faunmap 3777,NA,NA,NA,NA,NA,NA,CARD
1326,Herschel Island,19729,19405,NA,NA,Assemblage,Radiocarbon years BP,69.583333,-138.916667,"Harington, C.R. 1989. Pleistocene vertebrate localities in the Yukon. Pages 93-102 in L.D. Carter, T. Hamilton, and J.P. Galloway, editors. Late Cenozoic history of the interior basins of Alaska and the Yukon. USGS Circular. U.S. Geological Survey, Washington, DC, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1327,Highwood Burial [EePk-272],3210,2750,NA,NA,Assemblage,Calendar years BP,50.75,-113.75,"Baldwin, S.J. 1980. Osteological analysis of the Highwood Burial (EePk-272) from southern Alberta. Manuscript on file at the Department of Anthropology, University of Alberta, Edmonton, Alberta, Canada.","Brink, J.W., and S.J. Baldwin. 1988. The Highwood River site: a Pelican Lake phase burial from the Alberta plains. Canadian Journal of Archaeology 12:109-136.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1328,Hiner,665,524,NA,NA,Assemblage,Radiocarbon years BP,34.116667,-105.366667,"Driver, J. C. 1985. Zooarchaeology of six prehistoric sites in the Sierra Blanca region, New Mexico. University of Michigan, Museum of Anthropology, Research Reports in Archaeology, Contribution 12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1329,Hitchell [39CH45],1134,191,NA,NA,Assemblage,Radiocarbon years BP,43.298611,-99.022222,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Johnson, R. B. 1967. The Hitchell site. Smithsonian Institution River Basin Survey, Publications in Salvage Archaeology 3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1330,Hodge [34CU40],1150,850,NA,NA,Assemblage,Calendar years BP,35.616667,-98.866667,"Baugh, S. T. 1986. Late Prehistoric bison distributions in Oklahoma. Plains Anthropologist Memoir 21:83-96.","Hofman, J. L., L. Neal, J. T. Penman, T. Prewitt, R. S. Saunders, C. S. Wallis, Jr., and D. G. Wyckoff. 1974. Reports of the ARKLA Salvage Project. University of Oklahoma, Oklahoma Archeological Survey, Contract Archeology Series 1. Norman, Oklahoma, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1331,Hoffer [24CH669],4995,1576,NA,NA,"Occ. AII, BXI",Radiocarbon years BP,47.75,-109.866667,"Davis, L. B. 1989. Cultural succession at the Hoffer site (24CH669) and Eagle Creek confluence, upper Missouri national wild and scenic river, north central Montana high plains. Archaeology in Montana 30(1-2):1-185.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1332,Hoffer [24CH669],1910,1790,NA,NA,NA,Radiocarbon years BP,47.75,-109.866667,"Davis et al., 1989c",Faunmap 374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1333,Hoffer [24CH669],1873,1763,NA,NA,NA,Radiocarbon years BP,47.75,-109.866667,"Davis et al., 1989c",Faunmap 374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1334,Hoffer [24CH669],923,169,NA,NA,"Occ. AV, BXV",Radiocarbon years BP,47.75,-109.866667,"Davis, L. B. 1989. Cultural succession at the Hoffer site (24CH669) and Eagle Creek confluence, upper Missouri national wild and scenic river, north central Montana high plains. Archaeology in Montana 30(1-2):1-185.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1335,Hogup Cave,9818,8034,NA,NA,Stratum 4,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1336,Hogup Cave,8590,7316,NA,NA,Stratum 5,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1337,Hogup Cave,7316,5321,NA,NA,Stratum 6,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
